epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,165.518,0.55062,0.39102,0.86893,0.90417,0.93651,0.96439,0.76805,0.80077,0.51464,0.97371,0.0004885,0.0004885,0.0004885
157,166.758,0.53137,0.37212,0.84989,0.91231,0.92063,0.96507,0.77792,0.79552,0.53449,0.98546,0.0004852,0.0004852,0.0004852
158,167.824,0.50356,0.35959,0.84663,0.88133,0.95238,0.92941,0.76641,0.78387,0.56672,0.99721,0.0004819,0.0004819,0.0004819
159,168.832,0.52548,0.37268,0.8481,0.88211,0.95019,0.92857,0.75924,0.77907,0.55206,0.99523,0.0004786,0.0004786,0.0004786
160,169.883,0.50189,0.35862,0.84829,0.84438,0.96825,0.93301,0.75809,0.78281,0.55148,0.97448,0.0004753,0.0004753,0.0004753
161,170.873,0.51172,0.35575,0.85107,0.91775,0.92063,0.94915,0.77367,0.78309,0.51804,0.96393,0.000472,0.000472,0.000472
162,171.892,0.50276,0.35177,0.85506,0.96121,0.93651,0.9557,0.78829,0.77337,0.50143,0.95496,0.0004687,0.0004687,0.0004687
163,172.875,0.49284,0.36415,0.85489,0.95962,0.93651,0.96474,0.8014,0.75117,0.47416,0.93851,0.0004654,0.0004654,0.0004654
164,174.044,0.51941,0.35908,0.86402,0.93307,0.95238,0.96762,0.81162,0.75264,0.49046,0.94981,0.0004621,0.0004621,0.0004621
165,175.029,0.50001,0.35298,0.8374,0.95198,0.94406,0.96659,0.80599,0.75469,0.49042,0.94988,0.0004588,0.0004588,0.0004588
166,176.035,0.47951,0.34058,0.85063,0.93556,0.95238,0.95815,0.7787,0.77175,0.49939,0.95832,0.0004555,0.0004555,0.0004555
167,177.022,0.51248,0.35189,0.84998,0.93509,0.95238,0.9552,0.78471,0.76772,0.49557,0.9546,0.0004522,0.0004522,0.0004522
168,178.056,0.53968,0.36489,0.85204,0.93724,0.95238,0.95739,0.79194,0.75319,0.50215,0.94585,0.0004489,0.0004489,0.0004489
169,179.023,0.50509,0.36274,0.85217,0.93642,0.93517,0.95752,0.79306,0.76701,0.52146,0.95909,0.0004456,0.0004456,0.0004456
170,180.171,0.49235,0.35448,0.85671,0.90886,0.94981,0.95281,0.7811,0.77138,0.51831,0.96214,0.0004423,0.0004423,0.0004423
